label,review
Positive,"Ohh, so that is Rafiki's Origin story"
Positive,Playing this game gives me the urge to talk about the Chinese gaming development conditions and feminist propaganda
Positive,"Its Game of the Year 2024. This game delivers an experience so exceptional that it feels like a well-deserved slap in the face to certain Western developers and reviewers who criticized it.Wukong is simply too good, weaving a rich narrative that pulls you deep into the mystical world of Chinese mythology. It’s rare to find a game that not only captivates you with its plot but also keeps you engaged through its brilliant execution.Unreal Engine 5, the game pushes the boundaries of what’s possible in gaming graphics today. The visual fidelity is jaw-dropping, with every detail, from the smallest blade of grass to the most epic boss fights, rendered in stunning clarity. The environments are so immersive that you can almost feel the atmosphere and textures around you.The game also excels in its combat mechanics, though only a few boss fights truly test your skills. While some may find these battles challenging, they are a perfect blend of strategy and action, rewarding players who master the game’s intricacies.In a world where many games are starting to feel formulaic, Black Myth: Wukong stands out as a bold and innovative title. It fully utilizes the power of Unreal Engine 5 to deliver not just the best graphics of the year, but also an experience that feels new and exciting. This game is a testament to the talent and vision of its developers and a must-play for anyone looking for a truly unforgettable gaming experience.and do check my yt for some gameplay i have defeated every single boss of this game on - JPxDee"
Positive,monke bornmonke bonkmonke get glowing stuffmonke moves to next chapterrepeat x5monke discover plot twistmonke is... new monke
Positive,"Monkey see, Monkey BUY!!! 🐒 Monkey like!!!"
Positive,"This is not the traditional type of game that I play.  I usually like turn-based games like X-Com.  As I have gotten older (I'm now 61 years old), I have avoided FPS and any games that relies on fast accurate reflexes and reaction times.  I am just terrible at those types of games.However, I am also an ABC (American Born Chinese) and was intrigued by the rave reviews that Black Myth: Wukong was getting.  I am not familiar with the ""Journey to the West"" stories either and I thought it would be cool to play this game to learn a little bit of my heritage.Okay, long story short:  I am having a ton of fun playing this game.  Right now, I'm at about 37 hours and I am at the beginnings of Chapter 2 so I'm taking a long leisurely time playing it (also because this is not the typical type of game that I play so I'm not good at it compared to a lot of other people).To my surprise, I have been successful at beating more bosses and getting further into the game than I thought possible.  I sort of expected to be stuck at the first boss and eventually quit in frustration.However, the game seems to allow the user to eventually be able to beat any boss by allowing us to gain experience (to gain skills) and freely rearrange our skills so that we eventually get to the point where we can beat a boss.  At least, that's my hope.And it's really satisfying when you do beat a boss.   I have encountered 2 or 3 bosses where it took me awhile to either figure out how (or be lucky enough or gain enough skills) to eventually beat them.  If you encounter a boss you can't beat, you can just go around beating lesser opponents until you can level up and gain a skill that might help.  And I have encountered some bosses where I was able to beat them on the first try.I am fearful that I will eventually encounter a boss that I can't beat and quit the game.  I hope that with patience, I will be able to beat all the bosses I encounter and be able to finish the game.  I really hope that I can finish the game.The game is very polish and beautiful.  It even plays and looks great on lesser hardware (I'm playing with an Intel Arc A380).   I'm having a lot of fun and I find the story to be interesting (although a lot of times I don't really know what is going on since I am not familiar with the source material).  It has given me interest in learning more about the source material it is based on.  I'll probably end up watching some of those Journey to the West movies with Stephen Chow (I did see one awhile ago and I remember that I thought it was very funny and entertaining but I will probably enjoy it more now as I slowly learn more about the Monkey King myth)Overall, I do highly recommend this game."
Positive,"this game is top 2 games ive ever played 110% best $65 ive ever spent, i would name my first born son after this game. 100/10"
Positive,goty 2024 🙉
Positive,"This game is nothing short of spectacular! It’s visually stunning, beautifully crafted, and offers a unique blend of thrilling fights, breathtaking views, and engaging combat.Before deciding to buy and play 'Black Myth: WuKong', I did some thorough research to determine if it lives up to the hype. While I found many positive reviews, I also came across several criticisms and complaints that made me reconsider. My advise is 'Don’t let negativity sway you' and here’s why you shouldn’t be deterred with these comments:-Trailers look too good to be true: Sometimes trailers can seem misleading, but this game truly lives up to the hype.-It doesn’t look like a Souls game: Some people argue that if it’s not a Souls game, it won’t be enjoyable. However, while Souls games aren’t for everyone, this one offers its own fun, challenge, and rewards.-It looks like a Souls game: Others might complain about another Souls-like game. While it’s challenging, it’s more forgiving compared to other Souls games that can be punishingly difficult.-It might be too short (15 hours of gameplay): While some may worry about the length, the game actually offers much more content than anticipated.-It’s not an open-world game: Though it’s not an open-world game, it’s also not overly linear. There’s plenty of exploration and hidden areas to discover.-It’s a boss rush game: While it features many bosses, it’s also packed with smaller enemies and challenges that keep the gameplay exciting.It seems some critics are quick to judge without giving the game a fair chance. If you’re on the fence, I assure you it’s worth it, especially if you’ve enjoyed the Sun Wukong character from TV series. Playing as him brings a wonderful sense of nostalgia and excitement.In summary, this game is a fantastic experience and definitely worth your time!"
Positive,"Dear Citizen of the Glorious CCP,Your Account has been Credited with 20 points of Social Credits. Your Glorious Leader ⣿⣿⣿⣿⣿⠟⠋⠄⠄⠄⠄⠄⠄⠄⢁⠈⢻⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠃⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠈⡀⠭⢿⣿⣿⣿⣿⣿⣿⣿⣿⡟⠄⢀⣾⣿⣿⣿⣷⣶⣿⣷⣶⣶⡆⠄⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⡇⢀⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠄⠄⢸⣿⣿⣿⣿⣿⣿⣿⣿⣇⣼⣿⣿⠿⠶⠙⣿⡟⠡⣴⣿⣽⣿⣧⠄⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣾⣿⣿⣟⣭⣾⣿⣷⣶⣶⣴⣶⣿⣿⢄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣩⣿⣿⣿⡏⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣹⡋⠘⠷⣦⣀⣠⡶⠁⠈⠁⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣍⠃⣴⣶⡔⠒⠄⣠⢀⠄⠄⠄⡨⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡘⠿⣷⣿⠿⠟⠃⠄⠄⣠⡇⠈⠻⣿⣿⣿⣿⣿⣿⣿⣿⡿⠟⠋⢁⣷⣠⠄⠄⠄⠄⣀⣠⣾⡟⠄⠄⠄⠄⠉⠙⠻⡿⠟⠋⠁⠄⠄⠄⢸⣿⣿⡯⢓⣴⣾⣿⣿⡟⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣿⡟⣷⠄⠹⣿⣿⣿⡿⠁⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣸⣿⡷⡇⠄⣴⣾⣿⣿⠃⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣿⣿⠃⣦⣄⣿⣿⣿⠇⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⢸⣿⠗⢈⡶⣷⣿⣿⡏⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄"
Positive,It’s not just a game; it’s an experience that demands your attention and won’t let go. The combination of intricate storytelling and immersive gameplay has left me utterly hooked. I can't wait to dive back in.
Positive,"Monkey see, monkey do"
Positive,"After spending 113 hours exploring every corner of the game, I’m finally ready to write a review and share my personal opinion on the debut triple-A game by ""Game Science"".In a nutshell, ""Black Myth: Wukong"" is a wonderful game with a varied combat system, a stunning world, great sound, and captivating characters drawn from Chinese folklore. Now, let’s dive into the details:Story & LoreThe game's roots lie in Chinese folklore, specifically based on the book ""Journey to the West"". Throughout the game, we encounter many characters who appeared in the original story, with their development further explored here. Before ""Black Myth: Wukong"" was released, many expected that we’d play as the real Monkey King, Sun Wukong. However, we actually play as The Destined One, whose mission is to collect the six relics left behind by Wukong. Yet, not everything is as straightforward.  In reality, our true mission is to become Sun Wukong, inheriting his legacy and title as the Monkey King. GameplayThe combat system is rich with variety, offering a mix of spells, stances, transformations, light and heavy combos, and combined chains of them as well. The game features over 100 bosses, which is an impressive number. Encounters are frequent, leaving little room for rest or boredom. The game is divided into six chapters, each completely distinct from the last.Sound & SoundtrackI highly recommend playing with the original Chinese voice acting. The work done by the voice actors is phenomenal and truly indescribable. The atmospheric music only elevates the experience, adding tension during boss fights and cutscenes.Pros and ConsPros:- Engaging combat with great variety.- A beautiful world filled with secrets to discover.- Deep, mysterious lore and fascinating characters.- Exceptional voice acting and music.- An impressive number and variety of bosses.- Adequate VRAM usage Cons:Honestly, I didn’t encounter any major cons while playing, but I can mention a minor issues: invisible walls, broken ""water"" quality settings and awful over sharpening that ruins the overall image quality and can not be disabled (without using UE console). Some areas look explorable, but upon getting closer, you find that you can't proceed.Black Myth: Wukong"" delivers an unforgettable experience, fully immersing you in your own ""Journey to the West"". It makes you feel as if you’re part of Chinese mythology, embarking on an epic adventure from The Destined One to the Monkey King.I would like to express my gratitude to developers for creating this masterpiece and I'm looking forward to a DLC and the future projects"
Positive,"Stunning graphics, enthralling enemies, fascinating characters, fun gameplay, great lore… holy shit is this a good game? This is a GOOD game."
Positive,Lacking in Inclusivity and Diversity just as expected. 10/10 GOTY
Positive,MONKEY... RECOMMEND 10\10
Positive,"Pros:Phenomenal soundtrackOutstanding atmosphereIncredible boss fightsGreat graphicsCombat versatile and fun (during bosses)Cons:Outdated camera movementOutdated character movementInvisible walls (for a 2024 game? Come on...)Bad enemy AlEmpty feeling world (still only a few hours in, might improve soon)Even with all the negatives tho, I'm still having a blast and love just looking at the game cuz it's gorgeous. What are your impressions so far? I figured some here may be able to educate me on the developers and their stylistic choices for this game."
Positive,"If I can only describe this game in a sentence, then Black Myth Wukong is ’a reflection of a labour of love and reverence paid to THE ORIGINAL Chinese mythology that is Journey to the West. Throughout most of the gameplay you can feel the reverence & details the devs put into this game.’ I absolutely recommend this game if you enjoyed Seikiro, Devil May Cry, Nioh series, GoW, Lords of the Fallen, Nier Automata series etc. This game builds on the legacies of others but also proudly stands out as the one of the most memorable ARPGs for me in recent years after 70+ hours.1) Black Myth Wukong is a very carefully composed, curated and guided linear/semi open world experience. You have options to explore untrodden paths but eventually all paths lead back to one. 2) It enhances your game experience to actually know some background context about the Chinese mythology that is ‘Journey to the West.’ Black Myth Wukong takes place AFTER the original events of Journey to the West with plenty of liberal interpretation & further new world building based on a version of the Monkey King. 3) The game is best when your mid way through but falls flat & rushed at the last chapter. There’s not many reviews that talk about polish of this game near the end but it’s bad. The assets/terrain look like placeholders, you can pass though solid objects like trees/NPCs… The feeling of rush to the finish is very distinct and is extremely jarring compared to chapters 1-5.4) This game rewards adaptive gameplay (freely respec skills & your gear), iteration (learning boss mechanics through failure) & exploration (methodical slow play). The game plot often interweaves through side quests & seemingly random encounters with lots of hidden information that requires reading text via in-game journal tab. The English translation is not good and overall story telling can be obfuscated and full of riddles adversely impacted by translation issues.5) You need to retain most in-game events in your memory  bank and connect fair amount of dots throughout your play through. Chapters whilst self contained has overarching connected side quests, world events, where even seemingly random picked up item hold important core narrative lore to add context. There’s also numerous NPC background stories that all contribute to different game outcomes & also help explain the overall story. E.g. a hidden zone in Chapter 2 with associated boss fight and story is directly tied to end event of Chapter 2 bringing a more fulfilling conclusion to Chapter 2 arc whilst also hinting at the constant time shift mechanic employed in this game’s story telling.6) There’s issues with how this game process player control input. There’s some issues with general input lag and how the game fails to register input due to animations locks out input even after animation seemingly completes. Best example is gourd use is mostly able to be triggered even between dodges or attacks. Medicines cannot. Taking medicine requires player to stand perfectly still with no player animation happening or other input.7) I also have this game on my PS5, my kid plays that mainly so as to not have my PC save file accidentally erased. PS5 version is definitely playable including PS Portal via remote play.Story/setting/visual: Very good story with Chinese voice over better than English (more nuance in the emotions conveyed - I keep English subtitles so I can keep up). To enjoy this game you need to have some cultural awareness, English/Chinese listening aptitude is essential (if you don’t want to rely on subtitles) yet bulk of the context to what plays out in this game is gathered through text as well. I give overall story 8/10 but YMMV especially if you don’t take time to fully comprehend the side stories including boss lore & tying it so together for yourself.Technical performance: I'm playing across range of PC hardware including at 1440p/4K with maxed out settings including ray tracing at Very High and everything on cinematic with DLSS at 75%. I average 80~120fps+ in-game with uncommon dips below 80fps with peaks around 125+fps. This is on a RTX4090M + 13900HX laptop as my desktop PC is currently out of action. I also play this on Legion Go (1200p) & tried on Asus Rog Ally (1080p)… Both played fine with FSR/XeSS at 40-50%, low-medium settings yielding 30~55fps in game without frame gen. On AMD hardware if you have anti-lag & AFMF toggled on via AMD Adrenaline software, it can cause severe stuttering issues in-game especially in Chapters 3 & 4. Chapter 3 is also less performant than all chapters with overall average fps dropping by 10-20% easily. There’s UE5 traversal stutters but this game at v1.0 launch is in a better technical state than most other UE5 games I’ve played. This game at launch is also playable & actually enjoyable (not something that can be taken for granted in modern AAA releases). Remember Game Science started with 7 devs in 2017, started really recruiting people after 2020, worked through COVID in China, never developed AAA level ARPG games and with barely any experience across the team has managed to deliver a product at v1.0 that is almost on par with the likes of GoW with a captivating world, better overall graphics & an original story setting.Game content, variety & depth: in my first 70+ hours I thoroughly enjoyed chapters 1-5. Chapter 6 is by far the worst and is actually subpar below AAA level due to lack of polish, glitches, enemy hitbox issues, low fidelity assets, boring level design (bland copy and paste to create false sense of scale - due to flying ability).As for lore; if you’re not reading at a minimum the character description scrolls after defeating each one, you’re losing out on critical lore & often interesting background. E.g. the 3 rat princes backstory if you read it (take you maybe 2-3 mins max) offers a great insight into why they act the at they do when you encounter them and made my experience more fulfilling after defeating them as more than just a boss rush.Controversy around this game : We seem to be trending towards more expensive game development but less value offered to customers with missing content, lack of variety/depth of content and even content locked behind day 1 DLCs. This includes games like Jedi Survivor, Starwars Outlaw & Space Marines 2 which shows how widely the industry has shifted in favour of monetisation above core game value. Often it’s more important how diverse a game appears with in-game NPCs rather than the diversity that matters like actual human beings that worked on the project, cultural representation etc. E,g. People should Google the English VAs that was paid and worked on Black Myth Wukong where they even had females play as male & deity type NPCs etc. The diversity of the VA cast and the dev team is overshadowed because of the ridiculous manufactured outrage over either mis-translations of embellished social media posts from years past or outright defamation by biased and inaccurate gaming ‘journalism,’ gobbled up by swaths of the public that are either misinformed or uninformed.Also those people that hate, review bomb or boycotting this game without even owning/trying this game because it’s Chinese developers is about as vile as it seems. There’s no justification for generalisation or bias confirmation. The devs have harmed no one in making and releasing this game. Buy this game if logic, real life diversity, cultural value, great gameplay & value for money appeals to you."
Positive,11/10 monkeapes together strongwife bought me the game and she had a blast just watching and listening to the story.
Positive,i bought this game to up my social credit 10/10 china nr.#1
Positive,THE MONKEY CHAINTHE MONKEY'S FISTTHE MONKEEEEEEY
Positive,f**k you IGN！！
Positive,"Beat the game with multiple endings around 50hrs playtime,Excellent A-RPG game which borrowed heavily elements from Soulsborne but few points could be improved:+Amazing combat gameplay, skills unlockable with skill tree equivalent Sekiro game, with Spells, transformation, vessel, and spirits as you progress on early chapter.+Divided by chapter but you could backtrack the previous it even on next chapter+OSTs are amazing, Orchestrated wukong tv series version for this game+Moderate length cutscenes on bossfight is an eyecandy, which is something rare for A-RPG genre nowaday+Lore for each Characters written on details on Journal, prepare for TL;DR unless you're speedreader+Amazing storyline (I wished they had more chapter, felt too short for me 40-50hrs)-Boss rushes, prepare to fight 3-5 bosses within Hour (a bit excessive subjectively statement)-No Map to refer to (depends on your exploration memories), also few item missables throughout gameplay-Exploration and navigate terrain often blocked by invisible wall if you approached most of edge almost superficial exploration, even worse when enemies knocked you into below level and you had to back up (Invisible wall but enemies can pushed you, weird)-Missable item put out of reach unless using weird combo jump skill.-Minor clipping texture on empty part of map, also lighting glitch when transitioning between dark and outside cave when navigateCombat gameplay and Storyline are excellent, superb graphic with unreal engine but require latest rig in order to use Raytracing, but exploration a bit drawback and less fun if not handholding with invisible wall."
Positive,Played 10 hours straight since launch and my eyes are bleeding👏
Positive,"The only creator in recent times who really cared about other controller players other than xbox . Yes I'm playing with DUALSENSE CONTROLLER they had given full controller support apart from game this is much pleasing to hear and play we can even adjust the glyphs to xbox or ps5 according to our wish Thanks so much creators. You deserve more and more loves.""தமிழ் கேமிங் வாழ்க"""
Positive,I've always wanted to beat animals to death with a stick🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒🐒
Positive,"I have never seen a game with such beautiful graphics. On top of that, the animations at the end of each chapter, the exquisite music, the rich combat system, and the intriguing plot all highlight the exquisiteness of this game."
Positive,"For me, game has a TON going for it. Reminds me of Sekiro and Ghost of Tsushima but with a Lords of the Fallen/Elden Ring twist. Best part? It's hard, but not souls-like hard. You have to focus on the bosses, but it feels great. It's gorgeous, plays smooth, and the skill tree is awesome. Just enough RPG to satisfy the itch, yet enough ""souls"" to make me invest. Love the Fable-esque vibes of monkeys/wolves/etc. pertaining to the setting/lore.Very much impressed of overall quality and depth. Definitely a GOTY runner up. We'll see how it holds up as I crunch in the time soaking up what it has to offer <3"
Positive,"Played this on my friend's PC for a bit and i was in love with it right then and there! That and seeing all the positive reviews made buying it a no-brainer! Eveytime i booted the game i was glued to the screen and wanted to play as long as i could cause it's just that damn good. The sound design. beautiful environment and fluid combat are some of the great things, i could go on and on about all the amazing things but that would take a very long time, haha! Finished the game and i'm already itching to jump back in! Truly deserves the GOTY award!EDIT: My friend who played this through family share also approves of this game! Steam wouldn't let him post him a review but his voice will be heard, So 2 thumbs up!"
Positive,"Hace años vengo vagando por un desierto sin fin, luego de tanto tiempo es la primera vez que veo un oasis y eh de decir que con 3 hs en el oasis no me quiero ir. No solo a niveles graficos el juego es supremos, sino que su contenido tanto grafico como de lore es una lokura. Y ni hablemos del sistema de combate, esta mas pulido que la salchicha de Alberto. F. 10/10 RECOMENDADOMi amigo me dijo que si escribia esta review y llegaba a 30 me gusta homero me daba un chervesa"
Positive,Amazing Game with good combat and Visuals. Story i still have no idea what's going on. Performance issues are there especially in chapter 2. Hopefully they fix it with future patches. 10/10 for me
Positive,haven't even gotten that far in and im not good at dark souls style games but this game is so much fun and it looks amazing!!!!(i got this free with my graphics card for my new pc)
Positive,"9 / 10Using Vietsub from HGACPlayable on SteamDeckStory, music, graphic, gameplay,... is far more than what I expected. The only downside is map design is just so bad, I dont know where am I or where I need to go in most map."
Positive,"Amazing game after a long time! Visually one of the best games of 2024, just finished chapter 1 and had very smooth experience, did face some minor stutters but nothing game breaking! The combat system feels great and no it isnt souls-like at all. There is heavy emphasis on dodge mechanism here and there is no parry system so it feels much more like playing a hybrid of bayonetta/Nier and monster hunter, the only thing in common here with souls like games is the inability to choose difficulty and the existence of stamina bar, the thing that souls like games excel is in the level design with interconnecting shortcuts and areas but this game has very linear levels and has chapter progression similar to that of new God of war game. If you are looking for a new fast paced souls like game then this isnt one, better play Sekiro instead which is no doubt one of the best games ever made.The things I liked in this game ->Amazing graphics>Fluid Combat Systems>Character Design>StoryThe things I disliked - > Level Design> Lack of maps, even a simple one would've made the game way betterBlackMyth: Wukong reminded me DOTA 2 a lot since the combat has lots of BOUNDLESS STRIKES and even one of the stances reminds me of primal spring. Building focus also feels similar to building Jingu stacks so kudos to Valve for making a really great hero!"
